instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
16315,2012-11-17,winter,2012,Nov,12,No,Sat,No,Normal,16.0,20.0,40.0,11.0,117,359,476,17
16316,2012-11-17,winter,2012,Nov,13,No,Sat,No,Normal,17.0,21.0,38.0,17.0,179,346,525,17
16317,2012-11-17,winter,2012,Nov,14,No,Sat,No,Normal,17.0,21.0,38.0,13.0,175,380,555,17
16318,2012-11-17,winter,2012,Nov,15,No,Sat,No,Normal,17.0,21.0,35.0,20.0,175,374,549,17
16319,2012-11-17,winter,2012,Nov,16,No,Sat,No,Normal,16.0,20.0,40.0,15.0,144,325,469,17
16320,2012-11-17,winter,2012,Nov,17,No,Sat,No,Normal,16.0,20.0,40.0,11.0,101,302,403,17
16321,2012-11-17,winter,2012,Nov,18,No,Sat,No,Normal,15.0,18.0,50.0,7.0,34,237,271,17
16322,2012-11-17,winter,2012,Nov,19,No,Sat,No,Normal,14.0,17.0,53.0,6.0,45,208,253,17
16323,2012-11-17,winter,2012,Nov,20,No,Sat,No,Moderate,14.0,17.0,66.0,6.0,30,142,172,17
16324,2012-11-17,winter,2012,Nov,21,No,Sat,No,Moderate,13.0,17.0,57.0,7.0,15,124,139,17
16325,2012-11-17,winter,2012,Nov,22,No,Sat,No,Moderate,13.0,17.0,57.0,7.0,15,130,145,17
16326,2012-11-17,winter,2012,Nov,23,No,Sat,No,Moderate,12.0,16.0,70.0,7.0,19,114,133,17
16327,2012-11-18,winter,2012,Nov,0,No,Sun,No,Moderate,12.0,15.0,70.0,11.0,11,118,129,18
16328,2012-11-18,winter,2012,Nov,1,No,Sun,No,Normal,12.0,14.0,70.0,13.0,14,81,95,18
16329,2012-11-18,winter,2012,Nov,2,No,Sun,No,Normal,11.0,14.0,81.0,7.0,8,65,73,18
16330,2012-11-18,winter,2012,Nov,3,No,Sun,No,Moderate,12.0,15.0,81.0,11.0,9,37,46,18
16331,2012-11-18,winter,2012,Nov,4,No,Sun,No,Moderate,12.0,14.0,81.0,13.0,4,8,12,18
16332,2012-11-18,winter,2012,Nov,5,No,Sun,No,Normal,11.0,14.0,81.0,9.0,5,7,12,18
16333,2012-11-18,winter,2012,Nov,6,No,Sun,No,Normal,11.0,14.0,81.0,11.0,2,13,15,18
16334,2012-11-18,winter,2012,Nov,7,No,Sun,No,Normal,11.0,14.0,81.0,13.0,3,39,42,18
16335,2012-11-18,winter,2012,Nov,8,No,Sun,No,Normal,12.0,14.0,75.0,17.0,19,100,119,18
16336,2012-11-18,winter,2012,Nov,9,No,Sun,No,Normal,13.0,15.0,70.0,17.0,49,155,204,18
16337,2012-11-18,winter,2012,Nov,10,No,Sun,No,Normal,14.0,15.0,66.0,20.0,79,250,329,18
16338,2012-11-18,winter,2012,Nov,11,No,Sun,No,Normal,16.0,20.0,62.0,19.0,92,267,359,18
16339,2012-11-18,winter,2012,Nov,12,No,Sun,No,Normal,16.0,20.0,62.0,19.0,101,341,442,18
16340,2012-11-18,winter,2012,Nov,13,No,Sun,No,Normal,16.0,20.0,62.0,22.0,113,334,447,18
16341,2012-11-18,winter,2012,Nov,14,No,Sun,No,Normal,16.0,20.0,62.0,20.0,125,303,428,18
16342,2012-11-18,winter,2012,Nov,15,No,Sun,No,Normal,17.0,21.0,54.0,19.0,89,318,407,18
16343,2012-11-18,winter,2012,Nov,16,No,Sun,No,Moderate,16.0,20.0,62.0,22.0,59,313,372,18
16344,2012-11-18,winter,2012,Nov,17,No,Sun,No,Moderate,16.0,20.0,66.0,17.0,48,232,280,18
16345,2012-11-18,winter,2012,Nov,18,No,Sun,No,Normal,15.0,17.0,66.0,15.0,36,240,276,18
16346,2012-11-18,winter,2012,Nov,19,No,Sun,No,Normal,15.0,17.0,66.0,11.0,16,194,210,18
16347,2012-11-18,winter,2012,Nov,20,No,Sun,No,Normal,15.0,17.0,66.0,11.0,9,120,129,18
16348,2012-11-18,winter,2012,Nov,21,No,Sun,No,Normal,15.0,17.0,66.0,17.0,17,93,110,18
16349,2012-11-18,winter,2012,Nov,22,No,Sun,No,Moderate,15.0,17.0,66.0,17.0,8,66,74,18
16350,2012-11-18,winter,2012,Nov,23,No,Sun,No,Normal,15.0,17.0,66.0,15.0,6,53,59,18
16351,2012-11-19,winter,2012,Nov,0,No,Mon,Yes,Normal,15.0,17.0,66.0,15.0,5,22,27,19
16352,2012-11-19,winter,2012,Nov,1,No,Mon,Yes,Moderate,15.0,17.0,66.0,15.0,0,19,19,19
16353,2012-11-19,winter,2012,Nov,2,No,Mon,Yes,Moderate,15.0,17.0,66.0,17.0,0,5,5,19
16354,2012-11-19,winter,2012,Nov,3,No,Mon,Yes,Moderate,15.0,17.0,66.0,15.0,0,2,2,19
16355,2012-11-19,winter,2012,Nov,4,No,Mon,Yes,Moderate,15.0,17.0,66.0,15.0,1,11,12,19
16356,2012-11-19,winter,2012,Nov,5,No,Mon,Yes,Moderate,15.0,17.0,66.0,15.0,1,38,39,19
16357,2012-11-19,winter,2012,Nov,6,No,Mon,Yes,Moderate,15.0,17.0,66.0,17.0,3,128,131,19
16358,2012-11-19,winter,2012,Nov,7,No,Mon,Yes,Moderate,15.0,17.0,66.0,20.0,5,381,386,19
16359,2012-11-19,winter,2012,Nov,8,No,Mon,Yes,Moderate,15.0,17.0,66.0,20.0,13,650,663,19
16360,2012-11-19,winter,2012,Nov,9,No,Mon,Yes,Moderate,15.0,17.0,66.0,17.0,18,260,278,19
16361,2012-11-19,winter,2012,Nov,10,No,Mon,Yes,Moderate,15.0,17.0,66.0,17.0,33,106,139,19
16362,2012-11-19,winter,2012,Nov,11,No,Mon,Yes,Moderate,16.0,20.0,66.0,17.0,33,164,197,19
16363,2012-11-19,winter,2012,Nov,12,No,Mon,Yes,Moderate,16.0,20.0,62.0,19.0,35,207,242,19
16364,2012-11-19,winter,2012,Nov,13,No,Mon,Yes,Normal,18.0,22.0,54.0,17.0,46,205,251,19
16365,2012-11-19,winter,2012,Nov,14,No,Mon,Yes,Normal,18.0,22.0,54.0,17.0,47,170,217,19
16366,2012-11-19,winter,2012,Nov,15,No,Mon,Yes,Normal,18.0,22.0,54.0,13.0,44,213,257,19
16367,2012-11-19,winter,2012,Nov,16,No,Mon,Yes,Normal,17.0,21.0,58.0,17.0,55,325,380,19
16368,2012-11-19,winter,2012,Nov,17,No,Mon,Yes,Moderate,17.0,21.0,58.0,13.0,33,586,619,19
16369,2012-11-19,winter,2012,Nov,18,No,Mon,Yes,Moderate,16.0,20.0,58.0,17.0,21,559,580,19
16370,2012-11-19,winter,2012,Nov,19,No,Mon,Yes,Moderate,16.0,20.0,58.0,19.0,25,381,406,19
16371,2012-11-19,winter,2012,Nov,20,No,Mon,Yes,Moderate,16.0,20.0,62.0,17.0,7,252,259,19
16372,2012-11-19,winter,2012,Nov,21,No,Mon,Yes,Moderate,16.0,20.0,54.0,15.0,15,188,203,19
16373,2012-11-19,winter,2012,Nov,22,No,Mon,Yes,Normal,14.0,17.0,66.0,7.0,7,106,113,19
16374,2012-11-19,winter,2012,Nov,23,No,Mon,Yes,Normal,14.0,17.0,66.0,7.0,2,72,74,19
16375,2012-11-20,winter,2012,Nov,0,No,Tue,Yes,Normal,13.0,17.0,70.0,9.0,3,26,29,20
16376,2012-11-20,winter,2012,Nov,1,No,Tue,Yes,Normal,14.0,17.0,66.0,7.0,3,10,13,20
16377,2012-11-20,winter,2012,Nov,2,No,Tue,Yes,Moderate,13.0,17.0,76.0,6.0,0,5,5,20
16378,2012-11-20,winter,2012,Nov,3,No,Tue,Yes,Moderate,14.0,17.0,71.0,7.0,0,2,2,20
16379,2012-11-20,winter,2012,Nov,4,No,Tue,Yes,Moderate,14.0,17.0,66.0,13.0,0,6,6,20
16380,2012-11-20,winter,2012,Nov,5,No,Tue,Yes,Moderate,14.0,17.0,66.0,9.0,2,32,34,20
16381,2012-11-20,winter,2012,Nov,6,No,Tue,Yes,Moderate,14.0,17.0,71.0,11.0,2,146,148,20
16382,2012-11-20,winter,2012,Nov,7,No,Tue,Yes,Normal,13.0,17.0,76.0,6.0,7,411,418,20
16383,2012-11-20,winter,2012,Nov,8,No,Tue,Yes,Normal,14.0,17.0,71.0,9.0,16,649,665,20
16384,2012-11-20,winter,2012,Nov,9,No,Tue,Yes,Moderate,15.0,19.0,71.0,0.0,28,298,326,20
16385,2012-11-20,winter,2012,Nov,10,No,Tue,Yes,Moderate,16.0,20.0,66.0,6.0,32,144,176,20
16386,2012-11-20,winter,2012,Nov,11,No,Tue,Yes,Moderate,17.0,21.0,67.0,6.0,45,160,205,20
16387,2012-11-20,winter,2012,Nov,12,No,Tue,Yes,Moderate,17.0,21.0,67.0,0.0,70,243,313,20
16388,2012-11-20,winter,2012,Nov,13,No,Tue,Yes,Moderate,18.0,22.0,58.0,0.0,49,218,267,20
16389,2012-11-20,winter,2012,Nov,14,No,Tue,Yes,Moderate,18.0,22.0,58.0,7.0,47,177,224,20
16390,2012-11-20,winter,2012,Nov,15,No,Tue,Yes,Moderate,19.0,23.0,55.0,7.0,61,226,287,20
16391,2012-11-20,winter,2012,Nov,16,No,Tue,Yes,Moderate,17.0,21.0,62.0,6.0,60,335,395,20
16392,2012-11-20,winter,2012,Nov,17,No,Tue,Yes,Moderate,16.0,20.0,71.0,11.0,37,553,590,20
16393,2012-11-20,winter,2012,Nov,18,No,Tue,Yes,Moderate,16.0,20.0,66.0,6.0,16,534,550,20
16394,2012-11-20,winter,2012,Nov,19,No,Tue,Yes,Moderate,16.0,20.0,71.0,0.0,23,361,384,20
16395,2012-11-20,winter,2012,Nov,20,No,Tue,Yes,Moderate,16.0,20.0,76.0,0.0,11,224,235,20
16396,2012-11-20,winter,2012,Nov,21,No,Tue,Yes,Normal,15.0,19.0,71.0,0.0,14,143,157,20
16397,2012-11-20,winter,2012,Nov,22,No,Tue,Yes,Normal,15.0,19.0,71.0,0.0,7,115,122,20
16398,2012-11-20,winter,2012,Nov,23,No,Tue,Yes,Normal,13.0,17.0,81.0,7.0,1,82,83,20
16399,2012-11-21,winter,2012,Nov,0,No,Wed,Yes,Normal,14.0,18.0,81.0,0.0,1,25,26,21
16400,2012-11-21,winter,2012,Nov,1,No,Wed,Yes,Normal,13.0,17.0,81.0,7.0,1,13,14,21
16401,2012-11-21,winter,2012,Nov,2,No,Wed,Yes,Normal,11.0,14.0,87.0,7.0,2,6,8,21
16402,2012-11-21,winter,2012,Nov,3,No,Wed,Yes,Normal,11.0,14.0,87.0,7.0,0,2,2,21
16403,2012-11-21,winter,2012,Nov,4,No,Wed,Yes,Normal,11.0,14.0,87.0,7.0,0,10,10,21
16404,2012-11-21,winter,2012,Nov,5,No,Wed,Yes,Normal,11.0,14.0,87.0,7.0,1,28,29,21
16405,2012-11-21,winter,2012,Nov,6,No,Wed,Yes,Normal,11.0,15.0,87.0,6.0,2,99,101,21
16406,2012-11-21,winter,2012,Nov,7,No,Wed,Yes,Normal,11.0,14.0,87.0,6.0,11,262,273,21
16407,2012-11-21,winter,2012,Nov,8,No,Wed,Yes,Moderate,11.0,15.0,81.0,6.0,12,539,551,21
16408,2012-11-21,winter,2012,Nov,9,No,Wed,Yes,Normal,13.0,17.0,76.0,6.0,45,320,365,21
16409,2012-11-21,winter,2012,Nov,10,No,Wed,Yes,Normal,15.0,19.0,62.0,0.0,22,150,172,21
16410,2012-11-21,winter,2012,Nov,11,No,Wed,Yes,Normal,16.0,20.0,50.0,13.0,43,198,241,21
16411,2012-11-21,winter,2012,Nov,12,No,Wed,Yes,Normal,18.0,22.0,41.0,13.0,74,270,344,21
16412,2012-11-21,winter,2012,Nov,13,No,Wed,Yes,Normal,18.0,22.0,35.0,15.0,70,295,365,21
16413,2012-11-21,winter,2012,Nov,14,No,Wed,Yes,Normal,19.0,23.0,33.0,13.0,84,329,413,21
16414,2012-11-21,winter,2012,Nov,15,No,Wed,Yes,Normal,19.0,23.0,36.0,6.0,68,381,449,21
16415,2012-11-21,winter,2012,Nov,16,No,Wed,Yes,Normal,18.0,22.0,33.0,9.0,59,410,469,21
16416,2012-11-21,winter,2012,Nov,17,No,Wed,Yes,Normal,16.0,20.0,40.0,11.0,41,333,374,21
16417,2012-11-21,winter,2012,Nov,18,No,Wed,Yes,Normal,17.0,21.0,38.0,7.0,24,287,311,21
16418,2012-11-21,winter,2012,Nov,19,No,Wed,Yes,Normal,16.0,20.0,43.0,13.0,23,220,243,21
16419,2012-11-21,winter,2012,Nov,20,No,Wed,Yes,Normal,14.0,17.0,61.0,7.0,11,125,136,21
16420,2012-11-21,winter,2012,Nov,21,No,Wed,Yes,Normal,15.0,19.0,50.0,0.0,8,97,105,21
16421,2012-11-21,winter,2012,Nov,22,No,Wed,Yes,Normal,14.0,18.0,49.0,0.0,6,82,88,21
16422,2012-11-21,winter,2012,Nov,23,No,Wed,Yes,Normal,13.0,17.0,61.0,0.0,7,50,57,21
16423,2012-11-22,winter,2012,Nov,0,Yes,Thr,No,Normal,13.0,17.0,66.0,6.0,3,43,46,22
16424,2012-11-22,winter,2012,Nov,1,Yes,Thr,No,Normal,11.0,15.0,65.0,6.0,5,37,42,22
16425,2012-11-22,winter,2012,Nov,2,Yes,Thr,No,Normal,10.0,13.0,75.0,6.0,3,15,18,22
16426,2012-11-22,winter,2012,Nov,3,Yes,Thr,No,Normal,10.0,13.0,75.0,7.0,0,6,6,22
16427,2012-11-22,winter,2012,Nov,4,Yes,Thr,No,Normal,9.0,11.0,80.0,9.0,1,2,3,22
16428,2012-11-22,winter,2012,Nov,5,Yes,Thr,No,Normal,10.0,13.0,75.0,7.0,2,6,8,22
16429,2012-11-22,winter,2012,Nov,6,Yes,Thr,No,Normal,11.0,14.0,70.0,7.0,2,15,17,22
16430,2012-11-22,winter,2012,Nov,7,Yes,Thr,No,Normal,9.0,11.0,75.0,9.0,7,49,56,22
16431,2012-11-22,winter,2012,Nov,8,Yes,Thr,No,Normal,10.0,12.0,75.0,9.0,20,77,97,22
16432,2012-11-22,winter,2012,Nov,9,Yes,Thr,No,Normal,12.0,17.0,65.0,0.0,25,94,119,22
16433,2012-11-22,winter,2012,Nov,10,Yes,Thr,No,Normal,15.0,18.0,57.0,7.0,65,154,219,22
16434,2012-11-22,winter,2012,Nov,11,Yes,Thr,No,Normal,17.0,21.0,41.0,6.0,89,143,232,22
16435,2012-11-22,winter,2012,Nov,12,Yes,Thr,No,Normal,18.0,22.0,35.0,0.0,117,145,262,22
16436,2012-11-22,winter,2012,Nov,13,Yes,Thr,No,Normal,19.0,23.0,31.0,0.0,125,144,269,22
16437,2012-11-22,winter,2012,Nov,14,Yes,Thr,No,Normal,20.0,23.0,29.0,0.0,125,95,220,22
16438,2012-11-22,winter,2012,Nov,15,Yes,Thr,No,Normal,20.0,23.0,29.0,0.0,132,96,228,22
16439,2012-11-22,winter,2012,Nov,16,Yes,Thr,No,Normal,19.0,23.0,33.0,0.0,101,81,182,22
16440,2012-11-22,winter,2012,Nov,17,Yes,Thr,No,Normal,18.0,22.0,35.0,0.0,66,43,109,22
16441,2012-11-22,winter,2012,Nov,18,Yes,Thr,No,Normal,16.0,20.0,43.0,0.0,16,54,70,22
16442,2012-11-22,winter,2012,Nov,19,Yes,Thr,No,Normal,15.0,19.0,76.0,0.0,13,31,44,22
16443,2012-11-22,winter,2012,Nov,20,Yes,Thr,No,Normal,14.0,18.0,71.0,0.0,15,37,52,22
16444,2012-11-22,winter,2012,Nov,21,Yes,Thr,No,Normal,14.0,17.0,61.0,6.0,7,39,46,22
16445,2012-11-22,winter,2012,Nov,22,Yes,Thr,No,Normal,13.0,17.0,61.0,0.0,8,36,44,22
16446,2012-11-22,winter,2012,Nov,23,Yes,Thr,No,Normal,12.0,17.0,70.0,0.0,8,28,36,22
16447,2012-11-23,winter,2012,Nov,0,No,Fri,Yes,Normal,11.0,16.0,65.0,0.0,0,32,32,23
16448,2012-11-23,winter,2012,Nov,1,No,Fri,Yes,Normal,11.0,15.0,81.0,6.0,2,11,13,23
16449,2012-11-23,winter,2012,Nov,2,No,Fri,Yes,Normal,11.0,14.0,75.0,6.0,1,4,5,23
16450,2012-11-23,winter,2012,Nov,3,No,Fri,Yes,Normal,11.0,15.0,70.0,0.0,1,0,1,23
16451,2012-11-23,winter,2012,Nov,4,No,Fri,Yes,Normal,10.0,13.0,75.0,7.0,1,3,4,23
16452,2012-11-23,winter,2012,Nov,5,No,Fri,Yes,Normal,10.0,14.0,81.0,0.0,0,10,10,23
16453,2012-11-23,winter,2012,Nov,6,No,Fri,Yes,Normal,10.0,14.0,81.0,0.0,0,20,20,23
16454,2012-11-23,winter,2012,Nov,7,No,Fri,Yes,Normal,10.0,14.0,81.0,0.0,5,72,77,23
16455,2012-11-23,winter,2012,Nov,8,No,Fri,Yes,Normal,10.0,13.0,87.0,6.0,11,83,94,23
16456,2012-11-23,winter,2012,Nov,9,No,Fri,Yes,Normal,11.0,14.0,75.0,7.0,32,80,112,23
16457,2012-11-23,winter,2012,Nov,10,No,Fri,Yes,Normal,14.0,17.0,61.0,11.0,87,114,201,23
16458,2012-11-23,winter,2012,Nov,11,No,Fri,Yes,Normal,16.0,20.0,50.0,13.0,121,130,251,23
16459,2012-11-23,winter,2012,Nov,12,No,Fri,Yes,Normal,18.0,22.0,38.0,17.0,186,193,379,23
16460,2012-11-23,winter,2012,Nov,13,No,Fri,Yes,Normal,19.0,23.0,38.0,19.0,224,200,424,23
16461,2012-11-23,winter,2012,Nov,14,No,Fri,Yes,Normal,20.0,24.0,36.0,17.0,240,195,435,23
16462,2012-11-23,winter,2012,Nov,15,No,Fri,Yes,Normal,20.0,23.0,41.0,17.0,233,214,447,23
16463,2012-11-23,winter,2012,Nov,16,No,Fri,Yes,Moderate,20.0,23.0,41.0,7.0,158,199,357,23
16464,2012-11-23,winter,2012,Nov,17,No,Fri,Yes,Moderate,20.0,23.0,39.0,6.0,117,183,300,23
16465,2012-11-23,winter,2012,Nov,18,No,Fri,Yes,Moderate,19.0,23.0,44.0,0.0,50,158,208,23
16466,2012-11-23,winter,2012,Nov,19,No,Fri,Yes,Moderate,19.0,23.0,47.0,11.0,33,121,154,23
16467,2012-11-23,winter,2012,Nov,20,No,Fri,Yes,Normal,19.0,23.0,41.0,6.0,42,100,142,23
16468,2012-11-23,winter,2012,Nov,21,No,Fri,Yes,Normal,19.0,23.0,47.0,17.0,23,75,98,23
16469,2012-11-23,winter,2012,Nov,22,No,Fri,Yes,Normal,18.0,22.0,33.0,32.0,16,63,79,23
16470,2012-11-23,winter,2012,Nov,23,No,Fri,Yes,Normal,17.0,21.0,38.0,30.0,20,47,67,23
16471,2012-11-24,winter,2012,Nov,0,No,Sat,No,Normal,16.0,20.0,37.0,28.0,9,33,42,24
16472,2012-11-24,winter,2012,Nov,1,No,Sat,No,Normal,14.0,14.0,42.0,32.0,1,19,20,24
16473,2012-11-24,winter,2012,Nov,2,No,Sat,No,Normal,13.0,14.0,39.0,32.0,10,22,32,24
16474,2012-11-24,winter,2012,Nov,3,No,Sat,No,Normal,11.0,13.0,41.0,24.0,6,5,11,24
16475,2012-11-24,winter,2012,Nov,4,No,Sat,No,Normal,11.0,11.0,41.0,30.0,1,2,3,24
16476,2012-11-24,winter,2012,Nov,5,No,Sat,No,Normal,11.0,11.0,41.0,22.0,1,2,3,24
16477,2012-11-24,winter,2012,Nov,6,No,Sat,No,Normal,10.0,11.0,44.0,19.0,1,9,10,24
16478,2012-11-24,winter,2012,Nov,7,No,Sat,No,Moderate,11.0,11.0,41.0,22.0,4,21,25,24
16479,2012-11-24,winter,2012,Nov,8,No,Sat,No,Moderate,11.0,11.0,44.0,31.0,7,55,62,24
16480,2012-11-24,winter,2012,Nov,9,No,Sat,No,Moderate,11.0,11.0,41.0,30.0,26,96,122,24
16481,2012-11-24,winter,2012,Nov,10,No,Sat,No,Moderate,11.0,11.0,44.0,20.0,46,96,142,24
16482,2012-11-24,winter,2012,Nov,11,No,Sat,No,Moderate,11.0,13.0,41.0,20.0,55,131,186,24
16483,2012-11-24,winter,2012,Nov,12,No,Sat,No,Moderate,12.0,13.0,36.0,32.0,53,146,199,24
16484,2012-11-24,winter,2012,Nov,13,No,Sat,No,Normal,13.0,15.0,36.0,22.0,64,161,225,24
16485,2012-11-24,winter,2012,Nov,14,No,Sat,No,Normal,13.0,14.0,33.0,31.0,58,149,207,24
16486,2012-11-24,winter,2012,Nov,15,No,Sat,No,Normal,12.0,14.0,36.0,31.0,59,139,198,24
16487,2012-11-24,winter,2012,Nov,16,No,Sat,No,Normal,11.0,12.0,38.0,30.0,43,127,170,24
16488,2012-11-24,winter,2012,Nov,17,No,Sat,No,Normal,11.0,11.0,41.0,26.0,29,97,126,24
16489,2012-11-24,winter,2012,Nov,18,No,Sat,No,Normal,11.0,11.0,38.0,26.0,22,123,145,24
16490,2012-11-24,winter,2012,Nov,19,No,Sat,No,Normal,11.0,12.0,41.0,17.0,9,74,83,24
16491,2012-11-24,winter,2012,Nov,20,No,Sat,No,Normal,10.0,11.0,44.0,19.0,3,55,58,24
16492,2012-11-24,winter,2012,Nov,21,No,Sat,No,Normal,10.0,11.0,44.0,13.0,9,66,75,24
16493,2012-11-24,winter,2012,Nov,22,No,Sat,No,Normal,10.0,11.0,44.0,17.0,7,69,76,24
16494,2012-11-24,winter,2012,Nov,23,No,Sat,No,Normal,10.0,11.0,44.0,13.0,9,48,57,24
16495,2012-11-25,winter,2012,Nov,0,No,Sun,No,Normal,9.0,11.0,47.0,17.0,3,31,34,25
16496,2012-11-25,winter,2012,Nov,1,No,Sun,No,Normal,9.0,11.0,44.0,13.0,4,32,36,25
16497,2012-11-25,winter,2012,Nov,2,No,Sun,No,Normal,9.0,10.0,44.0,24.0,1,27,28,25
16498,2012-11-25,winter,2012,Nov,3,No,Sun,No,Normal,9.0,14.0,44.0,0.0,0,8,8,25
16499,2012-11-25,winter,2012,Nov,4,No,Sun,No,Normal,9.0,14.0,44.0,0.0,1,1,2,25
16500,2012-11-25,winter,2012,Nov,5,No,Sun,No,Moderate,9.0,11.0,47.0,11.0,0,3,3,25
16501,2012-11-25,winter,2012,Nov,6,No,Sun,No,Moderate,9.0,12.0,47.0,7.0,1,10,11,25
16502,2012-11-25,winter,2012,Nov,7,No,Sun,No,Moderate,9.0,12.0,51.0,7.0,2,19,21,25
16503,2012-11-25,winter,2012,Nov,8,No,Sun,No,Moderate,9.0,11.0,51.0,13.0,2,32,34,25
16504,2012-11-25,winter,2012,Nov,9,No,Sun,No,Moderate,10.0,11.0,48.0,15.0,13,83,96,25
16505,2012-11-25,winter,2012,Nov,10,No,Sun,No,Normal,10.0,11.0,48.0,17.0,15,124,139,25
16506,2012-11-25,winter,2012,Nov,11,No,Sun,No,Moderate,11.0,13.0,41.0,15.0,49,155,204,25
16507,2012-11-25,winter,2012,Nov,12,No,Sun,No,Moderate,11.0,13.0,41.0,15.0,37,165,202,25
16508,2012-11-25,winter,2012,Nov,13,No,Sun,No,Moderate,11.0,13.0,41.0,11.0,37,158,195,25
16509,2012-11-25,winter,2012,Nov,14,No,Sun,No,Moderate,12.0,14.0,42.0,17.0,33,170,203,25
16510,2012-11-25,winter,2012,Nov,15,No,Sun,No,Normal,12.0,14.0,42.0,17.0,36,209,245,25
16511,2012-11-25,winter,2012,Nov,16,No,Sun,No,Normal,12.0,14.0,39.0,15.0,25,203,228,25
16512,2012-11-25,winter,2012,Nov,17,No,Sun,No,Normal,11.0,14.0,41.0,11.0,11,170,181,25
16513,2012-11-25,winter,2012,Nov,18,No,Sun,No,Normal,11.0,13.0,44.0,11.0,9,132,141,25
16514,2012-11-25,winter,2012,Nov,19,No,Sun,No,Normal,11.0,15.0,41.0,0.0,13,114,127,25
16515,2012-11-25,winter,2012,Nov,20,No,Sun,No,Normal,10.0,14.0,60.0,0.0,9,110,119,25
16516,2012-11-25,winter,2012,Nov,21,No,Sun,No,Normal,11.0,15.0,48.0,0.0,4,60,64,25
16517,2012-11-25,winter,2012,Nov,22,No,Sun,No,Normal,10.0,14.0,60.0,0.0,3,59,62,25
16518,2012-11-25,winter,2012,Nov,23,No,Sun,No,Normal,9.0,13.0,69.0,6.0,1,40,41,25
16519,2012-11-26,winter,2012,Nov,0,No,Mon,Yes,Normal,9.0,14.0,69.0,0.0,4,19,23,26
16520,2012-11-26,winter,2012,Nov,1,No,Mon,Yes,Normal,8.0,13.0,69.0,0.0,1,9,10,26
16521,2012-11-26,winter,2012,Nov,2,No,Mon,Yes,Normal,8.0,13.0,69.0,0.0,0,5,5,26
16522,2012-11-26,winter,2012,Nov,3,No,Mon,Yes,Normal,8.0,13.0,69.0,0.0,1,4,5,26
16523,2012-11-26,winter,2012,Nov,4,No,Mon,Yes,Normal,9.0,14.0,69.0,0.0,0,10,10,26
16524,2012-11-26,winter,2012,Nov,5,No,Mon,Yes,Normal,9.0,11.0,69.0,11.0,0,41,41,26
16525,2012-11-26,winter,2012,Nov,6,No,Mon,Yes,Normal,9.0,14.0,69.0,0.0,1,123,124,26
16526,2012-11-26,winter,2012,Nov,7,No,Mon,Yes,Normal,10.0,14.0,65.0,0.0,2,363,365,26
16527,2012-11-26,winter,2012,Nov,8,No,Mon,Yes,Normal,10.0,14.0,65.0,0.0,9,629,638,26
16528,2012-11-26,winter,2012,Nov,9,No,Mon,Yes,Normal,11.0,15.0,56.0,6.0,10,276,286,26
16529,2012-11-26,winter,2012,Nov,10,No,Mon,Yes,Normal,13.0,17.0,49.0,0.0,20,127,147,26
16530,2012-11-26,winter,2012,Nov,11,No,Mon,Yes,Normal,16.0,20.0,37.0,20.0,18,112,130,26
16531,2012-11-26,winter,2012,Nov,12,No,Mon,Yes,Normal,17.0,21.0,35.0,7.0,22,188,210,26
16532,2012-11-26,winter,2012,Nov,13,No,Mon,Yes,Normal,17.0,21.0,35.0,7.0,20,197,217,26
16533,2012-11-26,winter,2012,Nov,14,No,Mon,Yes,Normal,17.0,21.0,35.0,0.0,51,177,228,26
16534,2012-11-26,winter,2012,Nov,15,No,Mon,Yes,Normal,17.0,21.0,35.0,6.0,49,181,230,26
16535,2012-11-26,winter,2012,Nov,16,No,Mon,Yes,Normal,18.0,22.0,30.0,0.0,49,297,346,26
16536,2012-11-26,winter,2012,Nov,17,No,Mon,Yes,Normal,17.0,21.0,32.0,0.0,13,540,553,26
16537,2012-11-26,winter,2012,Nov,18,No,Mon,Yes,Normal,15.0,17.0,50.0,11.0,19,502,521,26
16538,2012-11-26,winter,2012,Nov,19,No,Mon,Yes,Normal,14.0,18.0,53.0,0.0,16,355,371,26
16539,2012-11-26,winter,2012,Nov,20,No,Mon,Yes,Normal,14.0,18.0,49.0,0.0,12,265,277,26
16540,2012-11-26,winter,2012,Nov,21,No,Mon,Yes,Normal,14.0,18.0,49.0,0.0,9,172,181,26
16541,2012-11-26,winter,2012,Nov,22,No,Mon,Yes,Normal,13.0,17.0,61.0,0.0,3,101,104,26
16542,2012-11-26,winter,2012,Nov,23,No,Mon,Yes,Moderate,13.0,17.0,66.0,7.0,8,57,65,26
16543,2012-11-27,winter,2012,Nov,0,No,Tue,Yes,Moderate,13.0,17.0,66.0,6.0,2,24,26,27
16544,2012-11-27,winter,2012,Nov,1,No,Tue,Yes,Moderate,13.0,17.0,70.0,9.0,0,6,6,27
16545,2012-11-27,winter,2012,Nov,2,No,Tue,Yes,Moderate,13.0,16.0,70.0,11.0,0,5,5,27
16546,2012-11-27,winter,2012,Nov,3,No,Tue,Yes,Caution,13.0,17.0,70.0,9.0,1,3,4,27
16547,2012-11-27,winter,2012,Nov,4,No,Tue,Yes,Caution,12.0,14.0,81.0,13.0,0,5,5,27
