instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
709,2012-12-09,winter,2012,Dec,No,Sun,No,Moderate,16.0,20.0,91.0,11.0,441,2787,3228,09
710,2012-12-10,winter,2012,Dec,No,Mon,Yes,Moderate,18.0,22.0,92.0,13.0,329,4841,5170,10
711,2012-12-11,winter,2012,Dec,No,Tue,Yes,Moderate,14.0,17.0,60.0,20.0,282,5219,5501,11
712,2012-12-12,winter,2012,Dec,No,Wed,Yes,Moderate,12.0,15.0,54.0,11.0,310,5009,5319,12
713,2012-12-13,winter,2012,Dec,No,Thr,Yes,Normal,12.0,15.0,49.0,12.0,425,5107,5532,13
714,2012-12-14,winter,2012,Dec,No,Fri,Yes,Normal,12.0,15.0,64.0,9.0,429,5182,5611,14
715,2012-12-15,winter,2012,Dec,No,Sat,No,Normal,13.0,17.0,65.0,7.0,767,4280,5047,15
716,2012-12-16,winter,2012,Dec,No,Sun,No,Moderate,15.0,18.0,84.0,7.0,538,3248,3786,16
717,2012-12-17,winter,2012,Dec,No,Mon,Yes,Moderate,16.0,20.0,91.0,7.0,212,4373,4585,17
718,2012-12-18,winter,2012,Dec,No,Tue,Yes,Normal,17.0,20.0,67.0,15.0,433,5124,5557,18
719,2012-12-19,winter,2012,Dec,No,Wed,Yes,Normal,14.0,17.0,63.0,12.0,333,4934,5267,19
720,2012-12-20,winter,2012,Dec,No,Thr,Yes,Moderate,14.0,17.0,67.0,9.0,314,3814,4128,20
721,2012-12-21,springer,2012,Dec,No,Fri,Yes,Moderate,13.0,15.0,56.0,25.0,221,3402,3623,21
722,2012-12-22,springer,2012,Dec,No,Sat,No,Normal,11.0,12.0,44.0,26.0,205,1544,1749,22
723,2012-12-23,springer,2012,Dec,No,Sun,No,Normal,10.0,13.0,52.0,9.0,408,1379,1787,23
724,2012-12-24,springer,2012,Dec,No,Mon,Yes,Moderate,9.0,13.0,79.0,5.0,174,746,920,24
725,2012-12-25,springer,2012,Dec,Yes,Tue,No,Moderate,12.0,15.0,73.0,11.0,440,573,1013,25
726,2012-12-26,springer,2012,Dec,No,Wed,Yes,Caution,10.0,11.0,82.0,21.0,9,432,441,26
727,2012-12-27,springer,2012,Dec,No,Thr,Yes,Moderate,10.0,11.0,65.0,23.0,247,1867,2114,27
728,2012-12-28,springer,2012,Dec,No,Fri,Yes,Moderate,10.0,13.0,59.0,10.0,644,2451,3095,28
729,2012-12-29,springer,2012,Dec,No,Sat,No,Moderate,10.0,12.0,75.0,8.0,159,1182,1341,29
730,2012-12-30,springer,2012,Dec,No,Sun,No,Normal,10.0,12.0,48.0,24.0,364,1432,1796,30
731,2012-12-31,springer,2012,Dec,No,Mon,Yes,Moderate,9.0,11.0,58.0,10.0,439,2290,2729,31
